0NO0000001	First Name: Pacer
0NO2000113	Leaving at once. No other patrols in area but they'll be searching narrows for these 3. Taking as much food as I can drag with me and heading to cave south.
0NO2000114	January 13th
0NO2000115	The Coughers are gone finally. All 34 that still lived. Ate their dead for strength, then struck out SE.
0NO2000116	Victory. 10 months of killing. All I feel is cold.
0NO2000117	They deserved every goddamn bit of it.
0NO2000118	January 17th
0NO2000119	Thought I was dreaming but the screams were real. For a moment thought they'd tricked me, just pretended to leave Zion, then sent a patrol to track me down. But the screams were a woman's.
0NO2000120	Edged around corner in passageway to have a look. One Vaulter, ankle deep in bear trap. Leveled my SMG but the way she was crying stopped me.
0NO2000121	How she screamed when she saw me. Been their boogey man a long time.
0NO2000122	Name's Sylvie. Claims she ran away from them. Calls them evil people, "children of the devil." Turns out they were sick after all, something they caught in a Vault they lived in. She never came down with it (yet).
0NO2000123	So help me, I've wound up being her nurse.
0NO2000124	January 18th
0NO2000125	Her story matches what I learned from my "interrogations" last year, but according to her - let's just say it was bad to be a woman in that group. So when they left, she slipped away.
0NO2000126	She knows next to nothing about living outside a Vault. Says she wants to learn.
0NO2000127	September 9th
0NO2000128	Never been so scared in my life.
0NO2000129	Canada wasn't scary, just sickening, the criminality of it.
0NO2000130	The end of the world wasn't scary. When I knew you and Alex were dead, I didn't have anything left to be scared about. I just went on for some reason.
0NO2000131	I wasn't scared fighting the Vaulters. It was like I kept daring them to finish me. When I killed them, I think it was the closest I came to feeling happy in years.
0NO2000132	Sylvie is pregnant. And I am terrified.
0NO2000133	Ridiculous old man. A father again at 47. In this world?
0NO2000134	She's so excited and so - trusting. Says it's God's will that we have this child. Like nothing can go wrong.
0NO2000135	You see, Char, she doesn't know about you and Alex. Never told her. Almost did sometimes but what you and I had, it seemed wrong to share it.
0NO2000136	More like an old man not wanting his young wife to know how he failed the one who come before her.
0NO2000137	Hiking into Toquerville for medical books and supplies. This will be done right.
0NO2000138	I'm sorry, Char. Hope you can forgive me.
0NO2000139	March 5th
0NO2000140	Baby was breech. Would've been a son. Michael.
0NO2000141	Did my best to turn him. Failed. Must've done Caesarean too late. Had to put Sylvie out and she never woke up.
0NO2000142	Buried them south of the narrows.
0NO2000143	Well. This time I was by their side. So much better.
0NO2000144	I think I can finally do it. Blow my fucking brains out all over this goddamn cave.
0NO2000145	August 22nd
0NO2000146	10 sets of tracks 1/2 mile NE of canyon entrance. Barefoot???
0NO2000147	August 23rd
0NO2000148	Saw them through scope. Corpses walking around.  Finally gone crazy. Dementia maybe.
0NO2000149	August 24th
0NO2000150	I'm not crazy, they're real. Goddammit they are real.
0NO2000151	Rushed me the moment they saw me, snarling like animals. They look like corpses but don't smell rotted.
0NO2000152	I'll be putting them out of their misery. Doing for them what I never could for myself.
0NO2000153	September 3rd
0NO2000154	The last of them. All gone.
0NO2000155	February 5th
0NO2000156	Happy birthday to me, happy birthday to me, happy birthday you useless old dinosaur, happy birthday to me.
0NO2000157	Happy 60th. What do you get a man who has everything?
0NO2000158	A bottle of whiskey and a 12 gauge slug through the roof of the mouth! Whoo!
0NO2000159	Come now. What do I have to do to prove to myself that I've lived long enough?
0NO2000160	I'm a shriveled old man. White beard. Seen enough sunrises and sunsets. Saw the big sunset, been hanging on through the long night 36 years now. Ridiculous.
0NO2000161	Not kidding myself into thinking there's anything on the other side of this. Fine. Things weren't so bad before I was born.
0NO2000162	Char and Alex. Sylvie and Michael-who-could've-been.
0NO2000163	Thoughts of the beloved dead before dying.
0NO2000164	Goodbye, Zion.
0NO2000165	February 6th
0NO2000166	Fucking didn't do it, coward as usual. Maybe two bottles next year.
0NO2000167	April 25th
0NO2000168	24 of them, half boys, half girls. Youngest is 8 maybe, oldest 13-14. Dirty and scrawny, been on foot a long time. Children's crusade.
0NO2000169	Struck camp on nearly the same spot as los mexicanos. 30 years and a lifetime ago.
0NO2000170	I've spent 2 nights listening to them. English. Literate. One of them reads stories while the little ones fall asleep.
0NO2000171	They escaped someplace they call "The School" but can't figure out where it was. When they want a little one to behave they tell him to stop or "The Principal will get you."
0NO2000172	Principal better not show up or I'll blow his goddamn head off. I can still shoot straight.
0NO2000173	January 2nd
0NO2000174	I've been leaving notes for them, and gifts.
0NO2000175	They like the books. Started with stories but moved on to weapons manuals, medical books, practical stuff.
0NO2000176	In the notes, well it's embarrassing, almost like those cards people used to give to each other, everything sweet and loving. I tell them to read and to learn and to make the most of their new home. I tell them that I'm giving them Zion as a gift to make up for all the sorrows of their lives so far and all the sorrows man has visited on man. I tell them to be kind to each other and modest. I tell them never to hurt each other but that if someone else comes along and tries to hurt them to strike back with righteous anger. Stuff like that. I sign every note "The Father," because well, just because.
0NO2000178	Have I mentioned that I'm dying?
0NO2000179	Mind's still sharp. Lungs are the problem. Might be cancer. Cough's been getting worse for months, finally there's blood in it. Getting harder to visit my little friends, breath's so short.
0NO2000180	I've given away most of what I own. They'll find the rest in the caves when they get a little older.
0NO2000181	I don't want them to find me though. "The Father" is a broke-down old man? Disappointment.
0NO2000182	It's time. I don't want another birthday.
0NO2000183	January 23rd
0NO2000184	It's cold enough that I won't last long on the high mound up next to Red Gate. I think I've got enough breath left in me to make it. I'll just lie down and stare at the sky. Feels right.
0NO2000185	I hope they'll do well. I hope no harm comes to them, from within or without. Did my best to prepare them with the last few notes. Said something kind about each one of them, what makes each one special. Told them The Father was pleased by their kind natures and that it would be up to them to handle things on their own from now on, that I'd be silent but still watching and still caring.
0NO2000186	Lying, then. Oh yes.
0NO2000187	Lied to you, Char. And Alex.  And Sylvie. Told you I'd be with you forever. But I wouldn't go back and unsay it once if I could.
0NO2000188	What was the point of it all? So many failures.
0NO2000189	But I never forgot your face. Or Little Nut's. Or (sorry) Sylvie's. They used to say that happened after a while but it never did for me.
0NO2000190	Maybe the only point of all this living was to keep those pictures in my head going for as long as I could. It was the only life I could give you. Not a day went by without.
0NO2000191	It wasn't choice. I chose to die again and again. Just never did. Body had its own drive.
0NO2000192	Well, the little ones will need it. Species will need it if it's to continue. That blind drive onward.
0NO2000193	I wish them well. It's been a gift to me, at the end of it all, to behold innocence.
0NO2000195	Randall Dean Clark
0NO2000196	Feb 5th, 2053 - Jan 2124
0NO2000197	If you are reading this message then do yourself a favor and turn and run straight out of this canyon.
0NO2000198	For near 11 months my people have been engaged in daily battle with an evil spirit of this place. Arriving February of last year with a party 118 strong, we were attacked by primitives and forced to defend ourselves. Whereupon something began killing us in wide numbers. We have done our absolute best to find and kill this thing, thinking it was a man because it uses our firearms against us and traps of all kinds. But no man could defy our efforts as this thing has. It is more evil than any man could be.
0NO2000199	We have been reduced to just 34 of our number. We have lost six overseers before me. Some have perished from the sickness in their lungs we carried out of the  Vault, but that number is small next to the count of friends this thing has murdered.
0NO2000200	Now that I am finally made overseer, we are leaving straight away and will not return. If you have come to this seeming paradise seeking the fresh water, abundant game, and shelter you suppose you will find here, do not be deceived. You will find only death here. Leave at once and put miles between you and this place.
0NO2000201	May God have mercy on us all,
0NO2000202	J. Hendricks
0NO2000204	V22 Expedition
0NO2000205	Hi Mandy,
0NO2000206	This is Horace Applebaum out at the Zion General Store. I placed an order three weeks ago for the De-Luxe Mountain Man All-In-One Survival Kits - you know, the ones that come with a compass, a pair of walkie-talkies, and a full first aid kit?
0NO2000207	I'm writing to you because, as of today (06/15/2057), I still haven't received the shipment. I'm fresh out of the kits here, and with the summer tourist season picking up I really need the new ones ASAP.
0NO2000209	Horace
0NO2000210	Mandy,
0NO2000211	Who the hell is running this shipping company? I've just received three crates of Dinky the Dinosaur(TM) Officially-Licensed Dino-Action Dolls! These things were supposed to go to some tourist trap in Nevada, how the hell did they get here?
0NO2000212	Mandy, what the hell can I do with this stuff? Maybe if we file off the Dinky trademarking we can turn them around as kiddie souvenirs and make a few bucks, but I'm still looking at a major loss here.
0NO2000213	Whatever's going on in your shipping department, take care of it, or I'll find somebody else to handle my orders, I swear to God.
0NO2000216	PS - I still haven't received that order of survival gear I requested last month. You know, things I can actually sell to people?
0NO2000217	Dear Scoutmaster Mitchum,
0NO2000218	Thanks for following up! You'll be happy to know that the Li'l Scout Lunchboxes you ordered have arrived. You can pick them up from the General Store when you arrive in Zion. The General Store is open Monday through Saturday, 7 am till nightfall. We look forward to seeing you and your scouts on Independence Day!
0NO2000219	All the best,
0NO2000220	Horace Applebaum
0NO3000001	For this test, you must disable all active robots without being detected. We need to calibrate the suit's FCG (Field Compliance Generator) to the proper variance. All security measures are active. A successful run will award an item in the Supply Cabinet.
0NO3000002	Success - Disable all robots without being detected.
0NO3000003	Failure - Detection.
0NO3000004	For this test, you must steal a document in the Administrator's office without being detected by the patrolling robots. A successful run will automatically update the suit's software and award an item in the Supply Cabinet.
0NO3000005	Success - Reach the Administrator's office and steal the document, without being detected.
0NO3000007	While programming the new residential Cyberdog model to retrieve objects thrown by human beings for purpose of enjoyment, I accidentally used an audio sample recording of its bark as the object to be fetched. The Cyberdog has now become attached to the sample, and displayed signs of aggressive tendencies when I attempted to recover it. I have left it in the Residential Reconstruction Area until it is needed. I believe the Cyberdog has buried it.
0NO3000008	Dr. Gail Richardson, PhD, Test Engineer, X-8 Cyberdog Project
0NO3000009	We've successfully created a capacitance module capable of emitting a focused electromagnetic pulse from a Sonic Emitter. While the physical impact is rather weak, Jenkins fired the weapon at a force field and it fried the field's emitter array. Upon further study, we've found the gun only affects a small range of frequencies. Unfortunately, the frequency of our force fields fall within this range. The gun was sent to X-8 for further study.
0NO3000010	-Dr. Calis
0NO3000012	Unexcused Absences 7
0NO3000013	Disruptive Behavior  3
0NO3000014	Smoking on School Property 11
0NO3000015	Midterm Grade Report:  Richie "Ball-Lover" Marcus
0NO3000016	English   F-
0NO3000017	Math      F-
0NO3000018	Science   F--
0NO3000019	History   F-
0NO3000020	Cherie O'Bannon's After-School Schedule
0NO3000021	Ballet: Tuesday and Thursday  4:30 - 6:30
0NO3000022	Pep Squad: Wednesday 4:15 - 5:15
0NO3000023	Tutoring Center Volunteer: Monday 4:15 - 6:00
0NO3000024	1) Due to recent government-mandated cutbacks to our funding, only THREE experiments may be performed per day.
0NO3000025	2) We do not have infinite kennel space here in X-8! Only ONE Cyberdog beyond those needed for the testing process may be created.
0NO3000026	3) Clear any and all debris from the platform before conducting any splicing experiments.
0NO3000027	4) Experiments are NOT allowed outside the X-8 Facility.
0NO3000028	5) Finally, Security must be disabled before experiments can be run.
0NO3000029	Subjects will be informed that we are gauging the effectiveness of Communist infiltration of American schools. They won't know about the Cyberdogs until they actually begin the testing process.
0NO3000030	1) TEST A engages Cyberdog protection protocols alongside standard automated turret systems.
0NO3000031	2) TEST B adds Protectrons to the previous test. TEST B also includes some basic tests for the Field Disrupter Capacitance Module.
0NO3000032	Until further notice, please do not enter the Residential Cyberdog Test area, or conduct any experiments using it. The Cyberdogs are still being programmed, and any disturbance could have dramatic influence on their progress. Restricting access in this fashion should also help to avoid any repeats of Incident: PLAYTIME, settlements for which are coming directly out of our budget.
0NO3000034	Dr. Richardson,
0NO3000035	We've just received the latest shipment of dogs for the Cyberdog experiment process, but... well, frankly, I think our supplier screwed us. The animals must be basically feral - every time we get close to the shipping kennels they let out with the most Godawful hissing and... well, rattling is the only way I can describe it. Please advise - should we open the kennels or just send them back?
0NO3000036	In this test, YOU will take on the role of one of those evil Commies, infiltrating an institution of HONEST AMERICAN LEARNING. (Don't worry, Citizen, it's just for pretend!) Your objective is to steal documents that a REAL dirty Commie traitor (which you're not) could use to BRAINWASH OUR CHILDREN (which you wouldn't do). This test will help us to protect our children's fragile minds from the agents of INTERNATIONAL COMMUNISM! Agents like YOU!
0NO3000037	Just kidding! We know you're a loyal American! AREN'T YOU?
0NO3000038	So, at Dr. Richardson's request, we opened one of those kennels from our latest shipment. The "dog" inside (and I use that term very loosely) appeared to be suffering from a truly horrendous case of mange, and upon being released it immediately attacked, killed, and attempted to swallow whole Specialist Akers. Luckily, the situation has, for now at least, contained itself, as SPC Akers was a very large man and the creature has choked to death.
0NO3000039	Does anyone know anything about this shipment? Please Advise.
0NO3000040	In light of the large number of fatalities due to the latest shipment of experimental test subjects, the shipping department is going into lockdown. I give you my personal assurance that as soon as this plague of monsters has been dealt with, I will work overtime to get your deliveries to you in a timely and efficient manner. As I am currently the only surviving member of the shipping department, however, there may still be some delays. Until then, Dr. Calis in X-13 has the passcard for the area.
0NO3000041	Skippy, Sole Survivor
0NO3000042	The X-13 Facility has loaned us their EM Pulse Wave Module prototype for the Sonic Emitter for use in our Data Retrieval Test simulations. The Module allows the Sonic Emitter to disable certain force fields. DO NOT allow test subjects to leave the X-8 facility with this Module! Even though it won't work outside Big MT, it's a security nightmare. Thank you all for your attention in this matter.
0NO3000043	Dr. Adam Figgis, MD PhD DVM DDM DD, Test Supervisor
0NO3000044	Yes, Project: Burke involves what some less science-minded individuals might call "grave robbing." Yes, we're forced into this due to budget cuts. No, none of senior staff uses the bodies for anything else. Finally, in regards to the rumor that Project: Hare engages in liquidation operations against non-military targets to procure research subjects, I will not dignify them with a response. Any other questions?
0NO3000046	To activate this terminal, please equip the Stealth Suit Mk II.
0NO3000047	The Saturnite armor plating on the Giant Robo-Scorpion has exceeded expectations - mostly. While it's virtually impervious to small arms fire, the Sonic Emitter that Parsons brought in managed to fry several of the prototype's subsystems. We'll have to look into improved EMP shielding for the next prototype.
0NO3000048	On a more positive note, the prototype's new atomic laser is performing admirably. Some residual radiation is left behind after the weapon discharges, it may be necessary to requisition more radiation suits and meds as a precaution.
0NO3000049	The constant improvements to the Giant Robo-Scorpion has rendered the Protectron models we've been using as "hostile Communist forces" largely ineffective. At this stage, they're little more than distractions.
0NO3000050	For this test, you must steal a document in the Administrator's office without being detected by the patrolling robots. Laser tripwires and proximity detectors have been activated for increased difficulty. A successful run will automatically update the suit's software and award an item in the Supply Cabinet.
0NO3000053	For this test, you must sneak to, and steal, a document from the Administrator's office without being detected by the patrolling robots. Laser tripwires have been added for increased difficulty. A successful run will automatically update the suit's software and award an item in the Supply Cabinet.
0NO3000056	WARNING: Maximizing power output at this stage can potentially damage or destroy the prototype.
0NO3000057	Are you sure you wish to proceed?
0NO3000058	For this test, you must disable all active robots without being detected. All security measures are active. A successful run will award an item in the Supply Cabinet.
0NO3000061	For this test, you must steal a document in the Administrator's office without being detected by the patrolling robots. Laser tripwires and proximity detectors have been activated for increased difficulty. A successful run will award an item in the Supply Cabinet.
0NO3000064	For this test, you must sneak to, and steal, a document in the Administrator's office without being detected by the patrolling robots. Laser tripwires have been added for increased difficulty. A successful run will award an item in the Supply Cabinet.
0NO3000067	For this test, you must steal a document in the Administrator's office without being detected by the patrolling robots. A successful run will award an item in the Supply Cabinet.
0NO3000070	Einstein-3.14
0NO3000071	It'll take weeks to get the prototype functional if we ever have to initiate the emergency shutdown procedure, but it's better than destroying the thing outright (at least until we get the 17 other prototypes we've requested).
0NO3000072	In our last supervisor meeting, we discussed the possible benefits of the small shipping accident. We are considering studying the unexpected specimen's behavior by releasing them into our test area before removing them from the X-8 facility. The shipping department will remain in lockdown until a decision has been reached.
0NO3000074	I believe this latest serum has proven to be a success. Under human observation, the creatures remain visible, but some of the nighttime recordings reveal the serum is working. The animals appear to be learning how to use their new cloaking ability when no one is around. Perhaps there is a physical limitation or some mental drawback to the ability, which prevents its usage under duress. I think I will pursue stress testing of the animals first thing Monday morning.
0NO3000075	Some issues still remain to be ironed out before the Y-17 Trauma Harness is ready for general production: calibrating the proper amount of injury to trigger the suit remains problematic. Still, the Little Yangtze subjects could hardly protest once inside the harness. If a home base is not designated, the suit enters an unpredictable wander state. And, as we discovered while calibrating injury levels, the suit's sensors are unable to recognize when the wearer is dead - luckily, autonomous corpse retrieval is nearly as useful as autonomous casualty recovery!
0NO3000076	This holotape contains a audio sample of Gabriel's Bark. It can be used to modify the Sonic Emitter weapon at the Sink's Jukebox.
0NO3000077	This holotape contains an audio sample entitled, "Opera Singer." It can be used to modify the Sonic Emitter weapon at the Sink's Jukebox.
0NO3000078	This holotape contains an audio sample from Mobius' Giant Robo-Scorpion. It can be used to modify the Sonic Emitter weapon at the Sink's Jukebox.
0NO3000079	This holotape contains an audio sample entitled, "Giant Tarantula Attack." It can be used to modify the Sonic Emitter weapon at the Sink's Jukebox.
0NO3000080	This holotape contains the functionality profile for the Sink robotic assistant: "Biological Research Station."
0NO3000081	This holotape contains the functionality profile for the Sink robotic assistant: "Auto-Doc."
0NO3000082	This holotape contains the functionality profile for the Sink robotic assistant: "Jukebox."
0NO3000083	This holotape contains the functionality profile for the Sink robotic assistant: "Book Chute."
0NO3000084	This holotape contains the functionality profile for the Sink robotic assistant: "Toaster."
0NO3000085	This holotape contains the functionality profile for the Sink robotic assistant: "Sink."
0NO3000086	This holotape contains the functionality profile for the Sink robotic assistant: "Light Switch 01."
0NO3000087	This holotape contains the functionality profile for the Sink robotic assistant: "Light Switch 02."
0NO3000088	This holotape contains the functionality profile for the Sink robotic assistant: "Muggy."
0NO3000089	This holotape contains an upgrade file for the Sink robotic assistant: "Auto-Doc."
0NO3000094	This holotape contains an upgrade file for the Sink robotic assistant: "Book Chute."
0NO3000095	This holotape contains an upgrade file for the Sink robotic assistant: "Sink."
0NO3000096	This holotape contains an upgrade file for the Sink robotic assistant: "Light Switch 01."
0NO3000097	This holotape contains an upgrade file for the Sink robotic assistant: "Muggy."
0NO3000098	This holotape contains a Workbench recipe that allows you to make a Barter Skill Book.
0NO3000099	This holotape contains a Workbench recipe that allows you to make an Energy Weapons Skill Book.
0NO3000100	This holotape contains a Workbench recipe that allows you to make an Explosives Skill Book.
0NO3000101	This holotape contains a Workbench recipe that allows you to make a Guns Skill Book.
0NO3000102	This holotape contains a Workbench recipe that allows you to make a Lockpick Skill Book.
0NO3000103	This holotape contains a Workbench recipe that allows you to make a Medicine Skill Book.
0NO3000104	This holotape contains a Workbench recipe that allows you to make a Melee Weapons Skill Book.
0NO3000105	This holotape contains a Workbench recipe that allows you to make a Repair Skill Book.
0NO3000106	This holotape contains a Workbench recipe that allows you to make a Science Skill Book.
0NO3000107	This holotape contains a Workbench recipe that allows you to make a Sneak Skill Book.
0NO3000108	This holotape contains a Workbench recipe that allows you to make a Speech Skill Book.
0NO3000109	This holotape contains a Workbench recipe that allows you to make a Survival Skill Book.
0NO3000110	This holotape contains a Workbench recipe that allows you to make a Unarmed Skill Book.
0NO3000111	This holotape contains an upgrade file for the Sink robotic assistant: "Light Switch 02."
0NO3000112	For this test, you must use any means necessary to retrieve three student files from an average high school. Basic security protocols have been activated.
0NO3000113	Success - Retrieve three student files.
0NO3000114	Failure - Security measures prohibit you from retrieving the files.
0NO3000115	For this test, you must use any means necessary to retrieve three student files from an average high school. Utilize the Field Disrupter Capacitance Module for the Sonic Emitter to better navigate the area. Protectrons and basic security protocols have been activated.
0NO3000118	The parameters for this test are currently incomplete. Beware of dog.
0NO3000119	This holotape contains dog and Lobotomite splicing data that can be used at the X-8 Bio-Mechanical Splicing Terminal.
0NO3000120	This holotape contains robot and Nightstalker splicing data that can be used at the X-8 Bio-Mechanical Splicing Terminal.
0NO3000121	This holotape contains dog and robot splicing data that can be used at the X-8 Bio-Mechanical Splicing Terminal.
0NO3000122	Yes, yes. Run the tests, if it'll keep you out of my way. I'm going back down to the cages to see if a nudge from a prod will trigger their abilities. The other project leads will be stopping by in a few days and we must be able to show them progress!
0NO3000124	While Slough is busy stuffing his face and trying to find new places to hide his junk food from Calis, I've decided to experiment with a mod from one of the techs over in X-8. I may not have been able to afford a doctorate like those eggheads upstairs, but I've been programming since I was in diapers. I found a ton of redundancies and exponential loop failures those halfwits must have missed. My fixes should speed up the refire rate of that K9 weapon they've been working on. Maybe if I leave it on one of their desks it'll actually get implemented. Lord knows they wouldn't take me seriously if I tried to take credit.
0NO3000125	Why the hell do you keep sending me these messages? You work right across the damn ramp from me. Walk your ass over here and say what you need to say. Stop wasting my time with these incessant messages!
0NO3000127	I went ahead and did the lab test and noticed no appreciable changes in their blood work. I'm concerned our use of the cattle prods may react with the chemistry of the injections. This is new ground we're treading. I'd hate to see your hard work lost to a change in brain chemistry. These critters could be invaluable to the war effort if we can somehow control their behavior.
0NO3000128	-Asst. Paris
0NO3000129	I've noticed some of the creatures have been increasingly aggressive when I come into the lab in the morning. Did something change in their diet? I'll run some tests if you like.
0NO3000131	I've noticed your work has taken a dive lately. This seems to have coincided with a marked weight gain over the past few months. I've developed an implant which has been proven to increase performance while reducing weight in lab animals. Granted, we haven't run it through any human test trials yet, but I'm sure it is perfectly safe. Also, please refrain from snacking in the lab. If you smudge another camera, I'm banning all food from the facility.
0NO3000133	Your shipment of cattle prods arrived today. I'd like to remind you our systems are designed to prevent infiltration by enemy agents, not internal threats. If you're doing any testing on creatures, please forward that task to the animal testing facility. As you found with the Sonic Emitter, our force fields can't handle power fluctuations well.
0NO3000134	-Cpt. Hamm
0NO3000135	Base Security
0NO3000136	Everything is under control down here. If I need your assistance, I'll let you know. Paris will be along shortly to retrieve the shipment.
0NO3000138	Hey buddy! I've been helping the guys over in X-8 test out this new toy they've been building. Get this, it's a gun that uses a dog's brain to track targets! They asked me to play around with their gun trigger code, and I came up with this mod. Next time you're over there, would you give it a shot? Calis has me swamped setting X-13 up for the coming visit by the leads and he wants the turrets in place so we don't fail the new security requirements.
0NO3000139	Thanks!
0NO3000140	This is the last time I'm going to warn you, Butz. I can see that comic book poking up out of your field manual. You don't fool me, asshat. Next time I catch you slacking, I'm writing a disciplinary notice and you can spend your free time polishing emitter arrays.
0NO3000142	What the hell is his damn problem?! All I was doing was reading the latest issue of La Fantoma!, and that grouch, Calis, called me an asshat. What the hell is an asshat, anyway? Funny, ha ha, my last name is Butz. That got old in grade school, the snobby bastard. Sorry, just needed to vent.
0NO3000143	-Butz
0NO3000144	I've uploaded Kael's latest firmware update to the suit. I think Kael has outdone herself this time. Self-updating firmware is an ingenious addition to this system. As we upgrade the suit, it'll automatically adapt the new systems to the user's specifications during testing and unlock the features as they come online. This will save hundreds of hours of fiddling with settings.
0NO3000145	Note to self - Make Kael a keg of my infamous 'Battle Brew.'
0NO3000146	I've been working with Mori on fitting the gloves to the torso and come up with a few improvements which should greatly enhance the user's manual dexterity. I adapted Redding's new rubberized dampening compound and applied it to the palms and other high-wear surfaces. Once the suit adjusts to the user, the benefits of these upgrades should be obvious.
0NO3000147	Researcher Kael's breakthrough with the Suit's software has led me to a breakthrough of my own. By adding an advanced servo buffer to the existing leg rigs, I've been able to increase the resolution of data sent to and from the central control module. Once these babies are hooked up to the torso, an agent should be able to limbo under barriers almost as fast as they can run!
0NO3000148	I've been watching Mendoza stumble through the various X-13 tests and noticed a critical flaw in the tripwire emitter design. A skilled scientist or someone with advanced electronics repair knowledge could crack the casings and hack their IFF circuit to ignore the current test subject. I'll see if I can reinforce the casings after the leads visit the facility this week.
0NO3000150	Chayanov had me run through the first part of the facility to test the tripwires and proximity mines the other day and the suit kept chafing. Mori says some new firmware updates fixed the suit's fitment sync ability, but I'm not so sure. The legs kept binding up on me and the torso was ridiculously tight. Maybe I should stop lifting Fancy Lads from Slough's stashes.
0NO3000151	Unlock Code: 646F6E7470616E6963
0NO3000152	The new atomic laser is putting an incredible strain on the Giant Robo-Scorpion's generator - damn thing shut down right in the middle of weapons testing last week.
0NO3000153	I pushed for reducing the laser's output by 25%, instead they slapped a backup generator onto the Scorpion. Dangerous, if you ask me. The systems weren't designed to handle the power from two systems at once, and if some rookie tech fires up the backup generator too early, well...
0NO3000154	Per instructions from the higher ups after that *one* time the Giant Robo-Scorpion's attack routine malfunctioned, we've installed an emergency shutdown procedure. Let's hope we never have to use it - the prototype's systems will all be fried, and we won't be up and running again for weeks. The military's expecting delivery of a battle-ready model within six months, and the project has already had enough delays.
0NO3000155	Schematics for upgrading the K9000 Cyberdog Brain Gun with a particularly aggressive and loyal cybernetic dog brain in a feisty red biogel suspension.
0NO3000156	A Sonic Emitter is required to complete this test. If you were not provided with a Sonic Emitter or have misplaced the one provided to you, please contact your Big MT host to receive one before entering the testing area.
0NO3000157	Addendum:  Due to staffing cutbacks, a new Sonic Emitter can now be received at The Sink Central Intelligence Unit.
0NO3000158	We've had a small issue with one of our Y-17 Trauma Harnesses. Sadly, a member of the X-12 research team choked on a buffalo gourd seed and died while working late last night. For some reason his Y-17 Trauma Harness will not shutdown. In fact, it has begun malfunctioning and causing the late Mr. Harris to attack other employees. Do you have any prototypes you could lend us as a means to stop it?
0NO3000159	-Barb
0NO3000160	Attached to this message is the data I collected regarding the EM Pulse Wave Module's effect on our force field emitters. I'm sending the prototype weapon your way for testing. Please forward this on to Ohlen as soon as you can determine how we might shield our emitters from this weapon's EMP effect.
0NO3000162	2nd day at Pre-War concentration camp. Kept China citizens here before war. Radiation turned them, had to keep them in camp with collars (explains why some of these "slave collars" exist, always wondered, some were clearly Pre-War tech). Researching the collar frequencies, touchy - circuit architecture is messy, de-constructing them taking time. Must be careful, can't be spotted by local robots, or insane brains from the Dome will try to haul me back there, then... research me.
0NO3000163	No sign of that Courier from before. He stays out of my way, I'll stay out of his. Been thinking about that "Sierra Madre" he mentioned... if he's right, I'd just need to find the casino radio frequency to track it down. Wouldn't need his help. If the working holograms and toxic gas are preserved there, might be easier to study them there with no robots to interfere. And those dispensers... might have use for those as well.
0NO3000164	Day 4, still continuing research... found way to deactivate collar after some failures, just a few headless ghouls. It's been hard to go fishing in the camp without one of them trying to run the gate and their heads exploding. Damn collars, twitchy.
0NO3000165	...need to ration the Mentats, giving me migraines.
0NO3000166	While setting up the radios to monitor Dome and robots, thought I saw glint (scope?) from the building on other side of compound.
0NO3000167	Should check it out, make sure I'm not being watched... might be that Courier?
0NO3000168	Still, he would have come straight up rather than hiding. Instinct says it's someone else.
0NO3000169	Kudos for the bean pod addition for the VR Sim. I like the Jack and the Beanstalk reference, buddy! I hope Calis doesn't throw a fit. Watch your back with that guy. He's always been more than a bit wound up about simple stuff. I had to move my Battle Brew setup over to X-12's storage room after he threw a prohibitionist fit about it to the Leads.
0NO3000170	-Mori
0NO3000171	The VR Sim is corrupted?! Dammit! Sounds like there's a bug in the software somewhere. I hope to God it doesn't screw with the suit's systems. I just got the firmware updated for Mori over the weekend. For now, let's just tell Calis we're having "power issues" and focus on the REPCONN tests until we get the suit ready for real-world tests.
0NO3000172	-Kael
0NO3000173	p.s. Delete this message ASAP. I don't want Calis harassing me over this.
0NO3000174	This camp's better than the one I set up on top of Signal Hills roof, clear broadcast line to its radio tower and good vantage point on North Tunnel. Set up a turret perimeter and transmitter, should be able to control the trains via remote to escape before any robots come. The broken Securitrons make a good defense line, apparently brains in center Dome can't control them like they do the others.
0NO3000175	No sign of Courier - or that woman. Turns out I was right at the Yangtze Camp, I was being watched there, probably Brotherhood assassin out to "sentence" me. She got hers, though. After the robot attack, saw her get hauled away to the SE by medical robots... probably joined the Lobotomite ranks here, don't have to worry about her anymore.
0NO3000176	Set up camp here after Yangtze attack. Too exposed here. Transmitter's vulnerable, hacked it, set up remote link so can access it any time. Need to find spot closer to north train tunnel with clear broadcast LOS to here. Canyons are too dangerous, can't go back to Yangtze - there is that weather station NW that drew that Courier here, but going there sounds like trouble. For now, going to scout the Waste Disposal site, then around the perimeter of that Securitron Plant, see if I can find a more defensible position.
0NO3000177	This holotape contains an upgrade file for the Sink robotic assistant: "Central Intelligence Unit."
0NO3000181	Got word today there was a chemical leak at the Sierra Madre, Sinclair was on the phone to ask for more help from the Think Tank Execs, so they're sending him the prototype chemical suits to protect the Villa workers. Looks like they're following up an experiment with another experiment? The whole process creeps me out, and the way they're monitoring the Sierra Madre Villa and examining the "results" - I don't think Sinclair even knows what he's really paid for. To be guineas like the Little Yangtze Chinese... maybe it'd be merciful if war did break out, put an end to this chain of horrors.
