///Project Nevada	
PJN0000001	쓰리 슈터
VAN0000990	이런 세상에, 너 누구야?!
VAN0000991	아... 실례할게, 문제가 생겼는데. 지금 남편이 의식을 잃었어..
VAN0000992	여기 앉아, 커피 좀 타올게.
VAN0000993	장례식 날짜는 다음주 화요일 ... 다음주는 바쁘겠군. 너도 괜찮다면 오도록 해.
VAN0000994	적어도 날씨라도 맑으면 좋겠네, 그편이 더 기운이 날테니.
VAN0000995	오 아니, 그건 내 개야
VAN0000996	아주 좋은 개였어
VAN0000997	불쌍한 에밀, 그들이 낫으로 다 썰어놨더라고... 그래도 결과적으로 잘생겨지긴 했어. 설탕 줄까?
VAN0000998	그거 멋지겠네!
VAN0000999	손가락만...
VAN0001000	그래, 그래 어서 위스키나 내놔.
VAN0001001	광부의 만 안에는 오래된 건물이 있어. 우린 그곳에서 몇가지 물건들좀 챙기려 했지만, 도중에 핀드들의 습격을 받았지.
VAN0001002	이 열쇠를 받아 이게 흩어진 그의 몸에서 찾아낸 전부야.
VAN0001003	어.. 그놈들 머리? 아주 잘됐네, 놈들을 전부 죽여버리거나... 놈들 리더 손가락을 가져오면. 200캡 줄게 어때?
VAN0001004	그렇게 해.
VAN0001005	좋아. 그럼 행운을 빌어!
VAN0001006	정말 고마워, 그렇게 어렵진 않았지?
VAN0001007	아 미안해, 물론 그렇게 해야지, 받아 300캡이야.
VAN0001008	미안해, 여기 200캡이야.
VAN0001009	그래 아주 오래된 장치야. 안타깝게도 사용법을 모르겠더라고.
VAN0001010	작업할때 와이어나 가위를 잊곤해. 엄청 짜증난다구.
VAN0001011	내생각에는 광부의 만에 팬시에게 가져다 줘야 할것 같아.
VAN0001012	날 돕겠다고 한거 아직 변함없지? 좋아. 고마워: 네 핍보이에 주소 남겨놨어.
VAN0001013	내가 집에만 있는걸 좋아하는거 알잖아. 난 아무도 못봤어.
VAN0001014	아이시스? 일주일동안 그녀를 본적이 없는데.
VAN0001015	그녀가 뭐 하는 사람인지 정확하게는 모르겠지만 확실한건 술집 운영은 그녀가 하는 여러 일중 하나라는 거야 ...
VAN0001016	내말은 그녀는 술집만 운영하는게 아니란 거야. 그녀는 분명 뭔가를 숨기고 있어.
VAN0001017	다음에 또 보자.
VAN0001018	정말 고마워, 테이블 위에 기계랑 같이 놔둬.
VAN0001019	이 갑옷을 당신 아일랜드 친구한테 갖다줘.
VAN0001020	시발!
VAN0001021	아니 마지막으로 봤을때 그는 가고 있었어.
VAN0001022	아니. 미안해.
VAN0001023	몇몇 겟코 가죽은 최고일거야 ...사냥좀 해줄수 있을까?
VAN0001024	셋이면 충분해.
VAN0001025	아직, 거의 다 해가!
VAN0001026	자! 여기, 가위랑 실 받고 미스 반 데 푸테 양에게 가서 안부좀 전해줘!
VAN0001027	신이시어 감사합니다, 그 개년을 어떻게 해야할지 몰랐었는데!
VAN0001028	식스, 어, 고마워. 이건 그냥 궁금해서 그러는데, 어떻게 그 괴짜를 설득한거야?
VAN0001029	훌륭해, 아주 잘했어 식스. 덕분에 다 잘 끝났어!
VAN0001030	삽? 그녀라면 삽으로 얼굴을 얻어맞을 만 하지.
VAN0001031	내가 보기에 그녀 얼굴은 격렬하게 삽을 원한다고 봐... 미안 ... 너무 막나갔네.
VAN0001032	곧 끝낼수 있겠지만 그전에, 집에 가서 아내에게 난 괜찮다고 말해야 겠군.
VAN0001033	아이시스? 그래 지나갔지. 그녀한테 무슨 용건이라도 있어?
VAN0001034	좋아. 너만 괜찮다면 빨리 집으로 돌아갔으면 좋겠어!
VAN0001035	너는 꼭 그녀를 찾게 될거야. 근데 난 될수있으면 빨리 집에 돌아가고 싶어.
VAN0001036	넌 아무것도 몰라 ... 자 출발하자!
VAN0001037	코트니! 나왔어! 식스한테 고맙다고 그래, 당신 내가 떠날때보다 더 아름다워 진것 같은데!
VAN0001038	나 새로운 집을 찾았어!
VAN0001039	아 난 좀 마실게. 딱히 할일도 없잖아.
VAN0001040	누가 또 마실거야? 캐스? 위스키 마실래?
VAN0001041	누가 또 마실거야?
VAN0001042	게임 하나 하지... 누가 더 술고래인지 겨루는거야.
VAN0001043	식스, 뭐라도 마실래? 이거 한번 마셔봐, 아이시스가 만든 특제 양조주야.
VAN0001044	한번 해볼까, 캐스?
VAN0001045	그럼, 숙녀분들, 사인을 확인해보세요.
VAN0001046	사실 우리가 사냥했던 노움들... 스스로 나간게 아니야...
VAN0001047	아이시스와 나는 같이 일해. 우린 고품질의 노획물을 찾기 위해 눈크게 뜨고 확인하고 있지.
VAN0001048	우리가 놈들을 털었어! 뭐 사실 너 혼자 털은 거지만... 어쨌든 최고다...
VAN0001049	아이시스가 집에 돌아왔을때 우린 네 이야기를 했었어. 너만 괜찮다면, 우리 같이 일해보지 않을래?
VAN0001050	그래, 그러야!
VAN0001051	환상적이야! 물론 강제성이 있는건 아니야. 네 사정에따라 언제든지 거절할수 있어. 어쨌든 우리 리틀 브라더후드에 온걸 환영한다!
VAN0001052	아 깜박할뻔했네 : 계곡에 오래된 건물이 하나 있어...
VAN0001053	알지? 코트니와 피터의 집 바로 옆에 건물: 지붕에 거대한 위성접시가 놓여져 있는 건물이야
VAN0001054	1년전에 한 히트맨이 그 건물로 갔다가 실종되었고, 그는 매우 좋은 장비, 무기, 아머를 지니고 있었다는 소문이 있어.
VAN0001055	그곳은 구울이나 기타 역겨운 생명체들로 득실득실한 곳이야 ... 그저 헛소문일수도 있고 ...  진짜일수도 있어.
VAN0001056	우리는 건물을 찾는데는 성공했지만 문이 잠겨있었고 열쇠를 따로 찾아 훔쳐야 했어.
VAN0001057	이게 그 열쇠야 입단 선물로 줄게.
VAN0001058	그리고 건물 위치를 핍보이에 표시해줄게.
VAN0001059	네 첫번째 미션 수행전에 정보가 필요하면 아이시스를 만나봐 여러가지 유용한 정보를 알려줄거야.
VAN0001060	거참 안됬네. 메트리스에 가서 낮잠이나 자.
VAN0001061	일단 그거 내려놔, 갑자기 움직이면 놀랄수 있으니까 서서히 움직여, 일단 천천히 구석으로 몰아붙이고 단숨에 붙잡는거야.
VAN0001062	선반뒤에 있는 녀석을 꾀어내면, 출납원이 시선을 돌리게 될거야.
VAN0001063	확실히 봤어... 저기로 가던데.
VAN0001064	우리 안에!
VAN0001066	나한테 주지마 .... 나중에 또 그것들이 도망갔을때 책임지고 싶지 않아.
VAN0001067	어... 나 ....어 ... 난 네가 그들을 맡아줬으면 좋겠어!
VAN0001068	넌 정말 진짜배기야 식스!
VAN0001069	그가 해냈어.
VAN0001070	그녀가 해냈어.
VAN0001071	아니 여기서 그 어떤 뮤턴트도 못봤어 ... 뭐 비키는 봤네 나이트킨이지만.
VAN0001072	알고있겠지만 많은 사람들이 아이시스를 보려고 찾아와 ...
VAN0001073	그녀는 아직 안왔어, 나중에 또 와봐, 그때는 있을지도 모르지.
VAN0001074	아이시스는 내 자매야. 그리고 여기 집 앞에서 바를 운영하고 있지. 아마 일이 끝나는 대로 여기로 돌아올거야.
VAN0001075	찹 찹! 호루라기가 필요해!
VAN0001076	유명하다고? 무슨소리야?
VAN0001077	아무것도 아니야, 아이시스는 그저 내 자매야.
VAN0001078	강도질은 카르마에 안좋지.
VAN0001079	엄마가 도둑질은 나쁜거라 안 가르쳐 주시든?
VAN0001080	우리 엄마는 자기 몸은 자기가 지켜야 한다고 가르치셨지, 정말 그말대로야.
VAN0001081	그래 잘됐네! 담배 필래?
VAN0001096	쉬... 우리 아주 은밀하게 움직이는거야.
VAN0001102	싸우자! 농담이야!
VAN0001122	스팀팩이 다 떨어졌어.
VAN0001133	스팀팩이 다 떨어졌어. 어쩌면 우리 오토닥 수트 를 찾아봐야 하는거 아낄까....
VAN0001141	여기가 내 새로운 집이야. 마음에 들어?
VAN0001142	서둘러, 내집에 외부인 들어가는게 싫은건 둘째치고 오늘 파멜라 기분도 안좋아...
VAN0001143	[SUCCEEDED] 그르르르르 이 더러운 인간 ... 이 쪼끄만 쌍놈, 내가 절대 놈들 믿지 말라고 말했지 ... 이 배신자! 배신자!
VAN0001144	그들은 항상 우리를 보려고 하고 우리를 응시하려고 하고, 우리를 보고 ... 우리를 분석하려고 해 ...
VAN0001145	너도 피터를 원해? 그런거야? 피터를 원해?
VAN0001146	그래 나도 알아, 파멜라 난 .. 난 그저 패배자야 ... 난 그를 지킬수 없었어... 난 죽을때까지 여기 혼자 서있을거야.
VAN0001147	아으르르르 !!! 인간, 역겨운 인간, 네 눈알이 날 향하고 있다 !! 그를 원하지 안그래? 피터를 원하나? 그럼 이 열쇠 받고 알아서 찾아가라!
VAN0001148	[FAILED] 멍청한 인간 ... 이 쪼끄만 쌍놈, 내가 절대 놈들 믿지 말라고 말했지 ... 이 배신자! 배신자!
VAN0001149	[SUCCEEDED] 아르르르 더러운 인간, 항상 정답을 찾아내는군! 그는 납치된게 아니야 ... 그는 ...
VAN0001150	아니, 비키는 아무말도 하지 않아, 파멜라는 원하지 않아... 그녀는 ... 그녀는...
VAN0001151	파멜라가 말하길 그는 좋은 남편감이라고 한다, 그는 그저 이상황에 익숙해지기위해 ... 시간이 필요한것 뿐이야...
VAN0001152	파멜라는 남자 희귀하다고 말한다 ...
VAN0001153	[FAILED] 아르르르르 더러운 인간! 당장 내 시야에서 꺼져라!
VAN0001154	거래? 인간과?
VAN0001155	난 아무것도 손해볼게 없다.. 아르르르 멍청한 인간.. 아니..  나 .... 그래, 맞아 ... 파멜라도 동의한다.
VAN0001156	큰걸로 부탁한다.
VAN0001157	2000캡.
VAN0001158	[SUCCEEDED] 역겹고 더러운 인간. 습관적으로 날 자꾸 쳐다보는게 너무 싫다 ... 그녀가 말한다 ... 파멜라 말한다.. 아르르르그 파멜라 ..
VAN0001159	아르르르 알았다, 알았다, 알았다 ...파멜라는 100캡과 남편을 달라고 한다.
VAN0001160	[FAILED] 역겹고 더러운 인간. 습관적으로 날 자꾸 쳐다보는게 너무 싫다 ... 그녀가 말한다 ... 파멜라 말한다.. 아르르르그 파멜라 ..
VAN0001161	파멜라는 500캡과 남편을 달라고 한다.
VAN0001162	그래 파멜라는 남자가 귀하다고 말한다. 그녀는 남편을 찾아내라고 말한다.
VAN0001163	네가 남편감을 찾아서 여기로 데려와주면, 파멜라와 내가 너를 피터에게 데려다주겠다.
VAN0001164	크고, 파랗고, 섹시한쪽으로!
VAN0001165	[FAILED] 아르르르 역겹고 더러운 인간. 습관적으로 날 자꾸 쳐다보는게 너무 싫다... 파멜라 파멜라 알았다, 알았다, 알았다...
VAN0001166	[SUCCEEDED] 아르르르 역겹고 더러운 인간. 습관적으로 날 자꾸 쳐다보는게 너무 싫다... 파멜라 파멜라 알았다, 알았다, 알았다...
VAN0001167	파멜라는 50캡과 남편을 달라고 한다.
VAN0001168	연다 ... 그르르르르 파멜라가 계곡안에 오래된 건물 열라고 말한다 ... 그녀가 말하길... 그 안에 많은게 있다고 말한다.
VAN0001169	파멜라는 틀린적 없다. 우리를 돕겠다면 우리 이 열쇠 너한테 준다.
VAN0001170	우린 스텔스보이4개가 필요하다.
VAN0001171	일을 원한다고 했지, 이게 우리 제안이다.
VAN0001172	완벽하다. 가라, 인간, 네 눈은 나를 정말 불편하게 만든다.
VAN0001173	그래, 인간. 너는 놀랄만큼 잘해줬다.
VAN0001174	이제 내가 한 말을 계속 지켜야겠지. 이건 지하실 열쇠다. 피터는 그 안에있다. 그리고 캡은 신경쓰지마라. 디에고 만으로 충분하다.
VAN0001175	빨리 끝내라! 난 기다리는걸 좋아하지 않는다!
VAN0001176	그는 저기에, 저기 머리 흩날리며 마치 영혼이라도 잃은것처럼 방황하고 있다!
VAN0001177	최근에 제이콥스 타운으로 가는길에 나이트킨을 만난적 있어.
VAN0001178	그거 아주 좋네, 내 옷은 아주 썩은내가 진동하거든. 고마워.
VAN0001179	은밀하게 조용하게!
VAN0001180	쉬이이! 아주 조용하게! 마치 토끼를 사냥하는 것처럼!
VAN0001181	쉬이이
VAN0001182	자세 낮춰.
VAN0001183	이봐, 식스 난 브라민이 아니야!
VAN0001184	더는 서있을수도 없어...
VAN0001185	난 브라민이 아니야.
VAN0001187	음...
VAN0001188	으... 음!
VAN0001189	나 탄약이 없어!
VAN0001190	젠장... 나 오줌마려...
VAN0001191	그래... 난 망할놈의 마실게 필요하다구...
VAN0001193	알았어. 그럼 베가스로 떠날게.
VAN0001194	젠장! 너 조온나 취했어!
VAN0001195	알았어!
VAN0001197	좋아, 기름에 뜬 무지개처럼 다 쓸어버릴게...
VAN0001198	그 빌어먹을건 뭐야? 내가 이미 하고 있잖아.
VAN0001200	이봐, 슬슬 마음을 정해, 네가 바보도 아니고 뭐야?
VAN0001201	았았어 그럼 난 간다.
VAN0001202	알았어.
VAN0001204	계획이 뭐야?
VAN0001207	오키도키, 출발하자.
VAN0001208	알았어, 한번 해볼게!
VAN0001209	도살자 바네사 라고 들어봤어?
VAN0001210	최선을 다할게!
VAN0001211	음.. 알았어!
VAN0001212	OK. 해야한다면야.
VAN0001213	항상 내 탄약이 남아있는지 주의해줘. 난 5.56mm나 10mm탄을 써.
VAN0001214	그게 내가 말하려 했던 말이야
VAN0001215	음...
VAN0001220	내가 가장 좋아하는 걸로 죽여줄게!
VAN0001222	받아라!
VAN0001223	꼭 이렇게 죽어야 겠어?
VAN0001224	당장 꺼져 이 개자식들아!
VAN0001225	날려질 준비나 해라! 이 쌍년!
VAN0001226	계속 그렇게 날 빡치게 할거냐?
VAN0001227	얼른 가자.
VAN0001228	잘 있었냐, 이 불쌍한 놈들아.
VAN0001229	총알이 아깝다...
VAN0001231	야 일거리다!
VAN0001232	결론은 항상 피범벅이지!
VAN0001233	이거 피흘릴 시간도 없네!
VAN0001234	내 작은 친구한테 인사해!
VAN0001235	우리 저기서 수영좀 해보자. 어때?
VAN0001236	저기 저 물좀 봐!
VAN0001237	정류: 이건 오즈의 마법사가 아니야... 이게... 어떻게 돌아가는지 나도 몰라. 근데 일단 총알이 필요하대.
VAN0001238	군단은 미쳤어. 분명 어디선가 더러운 계획을 세우고 있을게 틀림없어.
VAN0001239	비터 스프링스에 벌어진 일은 큰 비극이었지, 특히나 누군가 의도적으로 이리 잔혹한 일을 벌였다는게.
VAN0001240	아, 젠장! 이건 역겹기 짝이 없는 일이었지! 그때 난 쏠수밖에 없었어. 구역질이 나오는걸 억지로 참아야 했지!
VAN0001241	대체 여기에 무슨일이 있었던거야?
VAN0001242	오, 이런 젠장. 결국 루푸스도 생겨났어... 너무 역겹다.
VAN0001243	위대한 칸은 NCR이 비터 스프링스에서 수많은 비전투인원들을 학살한 사건이후 이곳으로 이주 했다.
VAN0001244	안녕 미스터 위자드. 궁금해서 그러는데 이 버튼 누르면 어떻게 돼?...
VAN0001245	만약 우리가 풀어주면, 곧바로 죽어버릴거야...
VAN0001246	이건 너무 소름끼쳐!
VAN0001247	헬리오스 원은 포세이돈 에너지가 전쟁전에 건설한 곳이야.
VAN0001248	지난 세기 동안 비터 스프링스는 위대한 칸에 의해 반영구적 공동체로 사용되었다.
VAN0001249	오늘날, 비터 스프링스는 시저의 군단에 의해 피난온 난민들을 수용합니다. 하지만 점점 몰려오는 피난민에 점점 상황은 여려워 지고 있다
VAN0001250	최근 그곳에서 NCR과 브라더후드 오브 스틸 간에 충돌이 있었지. 이기긴 했지만 NCR도 막대한 피해를 입었지.
VAN0001251	빅호너 살롱. 좋았어! 어서 가서 마시자!
VAN0001252	비터 스프링스 대학살 이후, 위대한 칸은 NCR 약탈 대신 약물제조 및 거래 전투를 하며 살아가고 있다 ...
VAN0001253	생선이 어떻게 생겼는지 궁금하다면 바로 여기에 있을거야... 그냥 말해봤어.
VAN0001254	조심해, 묘지 서쪽 도로는 매우 위험한 곳이야.
VAN0001255	비터 스프링스 대학살... NCR 제 1 정찰대의 실수로 인해 벌어진 사건으로 많은 노약자나 아녀자들이 희생됐지...
VAN0001256	구세계의 민주주의가 돌아 왔네...
VAN0001257	비터스프링스.. 이름이 꼭...
VAN0001258	그래... 난 망할놈의 마실게 필요하다구
VAN0001259	황무지는 아름다우면서도 끔찍한 곳이 될수 있어...
VAN0001260	카자도르 독을 대비한 해독제가 준비되어 있어. 필요하다면 내게 말해.
VAN0001261	난 모하비가 너무 좋아.
VAN0001262	혹시 위스키 가지고 있어? 아님 다른 비슷한 거라도?
VAN0001263	마실게 필요해. 야, 식스! 듣고 있어? 벌써 몇시간동안이나 위스키를 못마셨어! 야! 내가 말하고 있잖아!
VAN0001264	야, 식스. 식스. 식스? 식스! 위스키 줘. 위스키 달라구! 위스키 내놔 당장! 으!
VAN0001265	자기야... 내 인생에는 위스키가 필요해. 오, 오, 오, 오, 자기! 난 위스키 없이는 못살아, 자기야. 젠장, 목마르고 따분해.
VAN0001266	저기 위스... 오, 이런 시발! 하루종일 이소리만 한것 같네! 시발 위스키좀 내놓으란 말이야, 그럼 얌전히 있을게!
VAN0001267	알았어, 마실게 필요해!
VAN0001268	가끔식 DC가 그립긴하지만. 그래도 난 모하비를 사랑해.
VAN0001269	내생각에는 몸이 좀 안좋아질것 같다.
VAN0001270	군단은 미쳤어. 분명 어디선가 더러운 계획을 세우고 있을게 틀림없어.
VAN0001271	네 머리에 총알을 쑤셔넣었다는 사람이 있었던 장소가 여기야?
VAN0001272	이 전쟁 토템... 너도 알겠지만 우리 엄마는 부족 출신이었어. 아빠는 언제나 부족출신 여자를 좋아했지... 뭐 이국적인 아름다움 뭐 그런거 때문이겠지.
VAN0001273	잠깐만 어디좀 가볼게... 알잖아, 쉬..
VAN0001274	온수 욕조에 몸한번 담가봤으면 소원이 없겠다.. 거품 띄운걸로.
VAN0001275	너무 아름다워! 내말은. 저 경치를 보라구!
VAN0001276	이 영계랑 한번 할수 있을까?
VAN0001277	어... 어...
VAN0001278	맛있다... 젠장, 내가 그렇게 크게 말했어?
VAN0001279	좋아, 이 떠돌아! 슬슬 움직여보자고!
VAN0001280	와, 여기 좀 더운것 같다, 안그래 식스?
VAN0001281	닥터 미첼 너무 멋져!
VAN0001282	필요하다면 내가 모닥불을 피울게.
VAN0001283	얼굴부터 떨어졌어...
VAN0001284	제길, 나 오줌마려.
VAN0001285	나 취했어...
VAN0001286	와우! 잠깐만!
VAN0001287	이 사람들이 훌륭한 사람까지는 아니더라도, 세상에 이렇게 되어 마땅한 사람은 없어...
VAN0001288	굿 스프링스에 까마귀 ... 네버 모어라는 까마귀 나오는 전쟁 전 책을 알아?
VAN0001289	이건 제트 냄새고... 독이나 약 냄새도 나네. 여기에 의약품이 있는거 같아.
VAN0001290	여기 이상한 냄새나! 아니 나한테 나는건가? 오. 아니 아니야 내가 아니네.
VAN0001291	하우스랑 있을때는 몸 조심해. 화면속에 살면서 섹스로봇이나 쪼물딱거리는 녀석은 영 믿기 힘들어...
VAN0001292	난 여기가 마음에 들어!
VAN0001293	안전한거 보다야 낫지, 이게 죽음의 증거야.
VAN0001294	DC에서도 화면으로 말하는 남자를 본적이 있어... 엔클레이브... 별로 좋은 기억은 아니야!
VAN0001295	믿을수가 없어! 내가 럭키38에 들어오다니!
VAN0001296	이곳에 들어오게될 날이 오리라고는 상상도 못해봤어. 정말 놀라워!
VAN0001297	넬리스에 가려거든 로켓 기념품 좀 챙겨가. 아이들이 그걸 아주 좋아한다고 들었어.
VAN0001298	이 하우스란 놈은 아주 개자식인게 틀림없어, 근데 이 방은 아주 끝내주는걸!
VAN0001299	하우스가 꽤 그럴듯한 논리로 널 설득시켰구나...인정해야겠어..
VAN0001300	완전 오즈의 마법사네! 끝내준다! 그럼... 좋아, 바가 어디있지?
VAN0001301	새 친구를 사귀었어. 상자속에... 남자. 거참 멋지네.
VAN0001302	냄새가 꼭 이상한 고기 같은데...
VAN0001303	애들이 여기 장난감을 좋아하더라.
VAN0001304	여기선 몸조심해야돼. 너라도 여기선 1초만에 박살나버릴수 있어!
VAN0001305	난 이 짐승들이 너무 싫어. 개도 아니고 겟코도 아닌게. 아무튼 너무 이상해!
VAN0001306	난 코요테가 좋아. 웬만하면 얘네들을 죽이기 싫어.
VAN0001307	데스클로의 냄새가 나...
VAN0001308	이 냄새는 개미 같은데... 정신 똑바로 차려!
VAN0001309	킹의 갱단은 여기 물을 독차지하고 있어. 만약 여기서 물을 사려면 돈을 많이 준비해야 할거야.
VAN0001310	이건 거대 겟코 따위가 아니야. 이건 아마 티라노 사우르스 일거야.
VAN0001311	내 생각엔 네 로켓기념품, 아이들이 아주 좋아할것 같아
VAN0001312	난 저 거대공룡이 너무 좋더라.
VAN0001313	딩키, 공룡!
VAN0001314	NCT은 비터 스프링스에서 엄청난 실수를 저질렀지. 난 그들이 여기서한 행동에 대해 깊이 반성해야 한다고 봐.
VAN0001315	멋진 그림이야...
VAN0001316	여기 너무 귀엽다!
VAN0001317	여기 언덕 위 여관에는 위대한 칸 의 리더 파파칸이 있어, 여기선 그의 말이 곧 법이지.
VAN0001318	넌 정말 대단해!
VAN0001319	뉴베가스의 밤은 그 어떤것보다 대단한것 같아!
VAN0001320	칸은 그저 무례한 깡패들 이었지만, 지금 그들은 바뀌었어.
VAN0001321	저기에는 착한 뮤턴트 들이 살고 있어.
VAN0001322	이렇게 아름다운 곳이!
VAN0001323	여기는 구세계의 역이 있던 터로구나.
VAN0001324	붉은 바위 계곡. 난 이곳이 마음에 들어! 너무 아름답잖아...
VAN0001325	여기서 그냥 평화롭게 나갔으면 좋겠어... 난 여기가 너무 싫어.
VAN0001326	난 여기가 싫어. 여기 냄새가 꼭 제트나 싸이코,온갖 독에 취한 폐인들 굴러댕기는 곳 냄새 같잖아.
VAN0001327	여기서 그냥 평화롭게 나가면 안돼? 여기 너무 싫어.
VAN0001328	여기 카지노 중에 한군데 들어가려거든, 무기 몇개 숨기고 들어가... 아무도 눈치 못챌거야!
VAN0001329	캡 안 잃어버리게 조심해. 다들 들어가서 얼마 못버티거든!
VAN0001330	여기 이상한 냄새나! 아니 나한테 나는건가? 오. 아니 아니야 내가 아니야!
VAN0001331	여긴 안좋은 냄새가 나.
VAN0001332	저기 저 노예들 좀 봐. 정말 안타까운 일이야.
VAN0001333	군단...
VAN0001334	이 자들은 여성혐오자 들이야.
VAN0001335	여긴 너무 소름끼친다.
VAN0001336	우리가 필요로 했던 모든게 여기 다있네!
VAN0001337	저기 좀 봐! 모하비 모든 지역이 다 내려다 보이네!
VAN0001338	여긴 대중들에게 공개되어야해! 정말이지 놀라운 곳이야! 정말 넌 마법사 같아... 내말은 그게... 미스터 하우스 말이야, 분명 다른 생각을 하고 있을거야.
VAN0001339	마시러 가자. 뭐 마실래? 위스키? 보드카? 세상에, 여긴 없는게 없네!
VAN0001340	이 봐 주인장!! 당장 여기로 와서 스카치 한잔 줘!!
VAN0001341	하우스가 꽤 그럴듯한 논리로 널 설득시켰구나...인정해야겠어..
VAN0001342	그들은 여기 물을 독차지하고 있어. 만약 여기서 물을 사려면 돈을 많이 준비해야 할거야.
VAN0001343	프리사이드... 킹의 갱단... 여긴 언제봐도 엉망진창이구만!
VAN0001344	나한테 탄약이 남아있는지 확인해줘.
VAN0001345	물론입니다. 선생님.
VAN0001346	물론입니다. 마담.
VAN0001347	사실, 알이 필요해
VAN0001348	포세이돈 링에 빌리한테 가서 알좀 몇개 챙겨달라고 말좀 전해줄래?
VAN0001349	고마워, 뭐라도 좀 요리해줄게!
VAN0001350	내 물건 잘 부탁해!
VAN0001351	질문 나름이지.
VAN0001352	네가 상관할 필요는 없는 거 같아.
VAN0001353	그만둬!<Karma>
VAN0001354	다신 내게 그런식으로 말하지마!<Karma>
VAN0001355	장비품을 교환하자!
VAN0001356	나한테 음식을 주면. 비전투 상황때 회복용으로 사용할거야.
VAN0001357	야! 으..뭐 좋아.
VAN0001358	나한테 뭘 줄거야?
VAN0001360	이리줘.
VAN0001362	헤헤헤, 물론이지!
VAN0001363	오, 네 비디오 카드가 내 장신구를 표현하는게 좀 버거운가봐. 자, 떼어낼게.
VAN0001364	크로아!
VAN0001366	훌륭해
VAN0001367	쫄보처럼 굴지마.
VAN0001370	가자.
VAN0001371	오, 그래.
VAN0001374	알았어. 올때 위스키 잊지마!
VAN0001375	알았어, 하지만 조심해. 이젠 내가 널 치료해줄수 없으니까!
VAN0001376	알았어, 바가 어디더라?
VAN0001380	Croaw
VAN0001381	뭐라도 필요해지면 다시 돌아와줘.
VAN0001383	좋은 사람이란 살아있는 사람이래. 그러니 조심해!
VAN0001384	계곡에서 좋은 시간 보내!
VAN0001385	그래 그래..
VAN0001386	이방인인가? 무슨 용건이야?
VAN0001387	그래, 이방인 양반? 무슨 용건이야?
VAN0001388	잘 지냈어 식스?
VAN0001389	나랑 같이 긴장좀 푸는게 좋지 않겠어? 허, 식스?
VAN0001390	야 레기스, 같이 게임이나 하자!
VAN0001391	가자 레기스!
VAN0001392	난 네 헤어스타일이 너무 좋아
VAN0001393	잘지냈어 바네사?
VAN0001394	안녕 바네사!
VAN0001395	잘 지냈어 시드?
VAN0001396	안녕 캐스! 잘 지냈어?
VAN0001397	안녕 베로니카, 잘 지냈어?
VAN0001398	안녕 렉스! 착하지!
VAN0001399	안녕 라울! 잘 지냈어?
VAN0001400	식스, 피터를 돌려보내줘서 정말 고마워.
VAN0001401	네가 우리에게 해준일 절대 잊지 않을게.
VAN0001402	네가 해준일들 정말 고마워, 넌 정말 좋은 친구야.
VAN0001403	식스 오 나의 친구. 무슨일이야?
VAN0001404	넌 정말 좋은 친구야 식스.
VAN0001405	취했어? 나야!
VAN0001407	오, 그렇게 쳐다보지마. 무슨 일이야?
VAN0001408	바지 주머니쪽에 튀어나온거 권총이야? 아니면 날 보고 선거야?
VAN0001409	내가 말했지. 앞으로 달라지라고, 근데 넌 갈수록 개자식 처럼 굴고 있잖아!
VAN0001410	이 캡 네거야?
VAN0001411	어떤 개자식들이 우릴 향해 쏘고 있어... 그냥 말해봤어...
VAN0001412	정말 잘했어!
VAN0001413	있잖아, 난 아토믹 랭글러가 좋더라. 조금 평화롭고 조용한 장소를 찾는 사람들에게, 여긴 정말 이상적인 장소야!
VAN0001414	NCR이 널 좋게 보는거 같네... 네 말이 맞는거 같아. 그들은 많은 도움이 되지. 그래도.. 놈들 꼬봉이 되거나 하진 마, 알겠지?
VAN0001415	빅터... 이 로봇 분명히 뭔가를 숨기고 있어. 조만간 알아볼 필요가 있을거야.
VAN0001416	와우! 스트립으로 가는 모노레일이네!
VAN0001417	군단이 널 부른다고 했지? 놈들을 적당히 이용하다가 때가 되면 모조리 죽여버려! 이 개자식들은 그래도 싸. 손에 자비를 두지마. 식스.
VAN0001418	아, 정말이지... 아주 끝내줬어! 정말 최고야!
VAN0001419	적어도 아직 살아있긴 하네.
VAN0001420	적어도 다음날 아침은 볼수있겠어!
VAN0001421	안보여? 나 지금 빈둥거린다고 바빠. 잠깐... 예전에도 나 이런말 하지 않았어...? 아, 잊어버려.
VAN0001422	너랑 대화하는거야 언제든 환영이지만, 정말 지금 이러는게 적절한거라 생각해?
VAN0001423	꼭 지금 이럴때 날 꼬시는거야....
VAN0001424	너한테 제트냄새가 나... 아님 싸이코 던가, 것도 아님 비슷한 거지같은거...
VAN0001425	취했어? 너한테 위스키 냄새가 나!
VAN0001426	네 입냄새만 맡아도 취할것 같다 야...
VAN0001427	좋아. 우리 둘다 술에 꼴았구나!
VAN0001428	돌아왔구나!
VAN0001429	같이 갈까?
VAN0001430	보여? 나 지금 빈둥거린다고 바빠.
VAN0001431	아 젠장! 뭐야?! 저 망할놈들 사냥하는거 안보여?
VAN0001432	뭐야? 우린 지금 전투중이야, 할머니집에서 차마시는게 아니라고!
VAN0001433	어?
VAN0001436	엄청나네, 근데 내가 뭘 보고 있게? 아파서 앓아 누운 사람들!
VAN0001437	안녕
VAN0001438	안녕?
VAN0001439	안녕 자기.
VAN0001441	이야 멋진 무기들고 있네!
VAN0001443	반가워, 잘 지냈어?
